,Columns are already created in the csv file at the rightest side,imdbcrewcastlink,year,imdbfilmtitle,role,imdbfilmlink,bomtitle,bomlink,starpower-director,name_id,releasedate,prior10weeksDate
110,Joseph Kahn,http://www.imdb.com/name/nm0994538/,2004,Torque,Director,http://www.imdb.com/title/tt0329691/,Torque,http://www.boxofficemojo.com/movies/?id=torque.htm,7262,nm0994538,1/16/2004,11/7/2003
111,Lee Tamahori,http://www.imdb.com/name/nm0848414/,2005,xXx: State of the Union,Director,http://www.imdb.com/title/tt0329774/,XXX: State of the Union,http://www.boxofficemojo.com/movies/?id=xxx2.htm,5108,nm0848414,4/29/2005,2/18/2005
112,Mike Newell,http://www.imdb.com/name/nm0001565/,2005,Harry Potter and the Goblet of Fire,Director,http://www.imdb.com/title/tt0330373/,Harry Potter and the Goblet of Fire,http://www.boxofficemojo.com/movies/?id=harrypotter4.htm,1677,nm0001565,11/18/2005,9/9/2005
113,Jonathan Hensleigh,http://www.imdb.com/name/nm0378144/,2004,The Punisher,Director,http://www.imdb.com/title/tt0330793/,The Punisher,http://www.boxofficemojo.com/movies/?id=punisher.htm,4977,nm0378144,4/16/2004,2/6/2004
114,Raja Gosnell,http://www.imdb.com/name/nm0331532/,2004,Scooby-Doo 2: Monsters Unleashed,Director,http://www.imdb.com/title/tt0331632/,Scooby-Doo 2: Monsters Unleashed,http://www.boxofficemojo.com/movies/?id=scoobydoo2.htm,6235,nm0331532,3/26/2004,1/16/2004
115,Stephen Herek,http://www.imdb.com/name/nm0378893/,2005,Man of the House,Director,http://www.imdb.com/title/tt0331933/,Man of the House,http://www.boxofficemojo.com/movies/?id=manofthehouse05.htm,9205,nm0378893,2/25/2005,12/17/2004
116,Pieter Jan Brugge,http://www.imdb.com/name/nm0115764/,2004,The Clearing,Director,http://www.imdb.com/title/tt0331952/,The Clearing,http://www.boxofficemojo.com/movies/?id=clearing.htm,12277,nm0115764,7/2/2004,4/23/2004
117,Jay Chandrasekhar,http://www.imdb.com/name/nm0151540/,2004,Club Dread,Director,http://www.imdb.com/title/tt0331953/,Club Dread,http://www.boxofficemojo.com/movies/?id=clubdread.htm,1258,nm0151540,2/27/2004,12/19/2003
118,Peter Farrelly,http://www.imdb.com/name/nm0268380/,2005,Fever Pitch,Director,http://www.imdb.com/title/tt0332047/,Fever Pitch,http://www.boxofficemojo.com/movies/?id=feverpitch.htm,3065,nm0268380,4/8/2005,1/28/2005
119,Bobby Farrelly,http://www.imdb.com/name/nm0268370/,2005,Fever Pitch,Director,http://www.imdb.com/title/tt0332047/,Fever Pitch,http://www.boxofficemojo.com/movies/?id=feverpitch.htm,2591,nm0268370,4/8/2005,1/28/2005
120,Nick Cassavetes,http://www.imdb.com/name/nm0001024/,2004,The Notebook,Director,http://www.imdb.com/title/tt0332280/,The Notebook,http://www.boxofficemojo.com/movies/?id=notebook.htm,2664,nm0001024,6/25/2004,4/16/2004
121,Brian Dannelly,http://www.imdb.com/name/nm0200380/,2004,Saved!,Director,http://www.imdb.com/title/tt0332375/,Saved!,http://www.boxofficemojo.com/movies/?id=saved.htm,5711,nm0200380,5/28/2004,3/19/2004
122,Wolfgang Petersen,http://www.imdb.com/name/nm0000583/,2004,Troy,Director,http://www.imdb.com/title/tt0332452/,Troy,http://www.boxofficemojo.com/movies/?id=troy.htm,1750,nm0000583,5/14/2004,3/5/2004
123,Cheryl Dunye,http://www.imdb.com/name/nm0243109/,2004,My Baby's Daddy,Director,http://www.imdb.com/title/tt0332712/,My Baby's Daddy,http://www.boxofficemojo.com/movies/?id=mybabysdaddy.htm,25035,nm0243109,1/9/2004,10/31/2003
124,Zach Braff,http://www.imdb.com/name/nm0103785/,2004,Garden State,Director,http://www.imdb.com/title/tt0333766/,Garden State,http://www.boxofficemojo.com/movies/?id=gardenstate.htm,887,nm0103785,7/28/2004,5/19/2004
125,Nick Hamm,http://www.imdb.com/name/nm0358327/,2004,"Godsend, expérience interdite",Director,http://www.imdb.com/title/tt0335121/,Godsend,http://www.boxofficemojo.com/movies/?id=godsend.htm,11261,nm0358327,4/30/2004,2/20/2004
126,Ethan Coen,http://www.imdb.com/name/nm0001053/,2004,The Ladykillers,Director,http://www.imdb.com/title/tt0335245/,The Ladykillers,http://www.boxofficemojo.com/movies/?id=ladykillers.htm,820,nm0001053,3/26/2004,1/16/2004
127,Joel Coen,http://www.imdb.com/name/nm0001054/,2004,The Ladykillers,Director,http://www.imdb.com/title/tt0335245/,The Ladykillers,http://www.boxofficemojo.com/movies/?id=ladykillers.htm,332,nm0001054,3/26/2004,1/16/2004
128,Mel Gibson,http://www.imdb.com/name/nm0000154/,2004,The Passion of the Christ,Director,http://www.imdb.com/title/tt0335345/,The Passion of the Christ,http://www.boxofficemojo.com/movies/?id=passionofthechrist.htm,89,nm0000154,2/25/2004,12/17/2003
129,Todd Phillips,http://www.imdb.com/name/nm0680846/,2004,Starsky & Hutch,Director,http://www.imdb.com/title/tt0335438/,Starsky and Hutch,http://www.boxofficemojo.com/movies/?id=starskyandhutch.htm,2983,nm0680846,3/5/2004,12/26/2003
130,Robert Luketic,http://www.imdb.com/name/nm0525659/,2004,Win a Date with Tad Hamilton!,Director,http://www.imdb.com/title/tt0335559/,Win a Date with Tad Hamilton!,http://www.boxofficemojo.com/movies/?id=winadatewithtadhamilton.htm,8495,nm0525659,1/23/2004,11/14/2003
131,Gary Winick,http://www.imdb.com/name/nm0935095/,2004,13 Going on 30,Director,http://www.imdb.com/title/tt0337563/,13 Going on 30,http://www.boxofficemojo.com/movies/?id=13goingon30.htm,4867,nm0935095,4/23/2004,2/13/2004
132,Kevin Rodney Sullivan,http://www.imdb.com/name/nm0838198/,2004,Barbershop 2: Back in Business,Director,http://www.imdb.com/title/tt0337579/,Barbershop 2: Back in Business,http://www.boxofficemojo.com/movies/?id=barbershop2.htm,15764,nm0838198,2/6/2004,11/28/2003
133,Martha Coolidge,http://www.imdb.com/name/nm0004838/,2004,The Prince and Me,Director,http://www.imdb.com/title/tt0337697/,The Prince and Me,http://www.boxofficemojo.com/movies/?id=princeandme.htm,7787,nm0004838,4/2/2004,1/23/2004
134,John A. Davis,http://www.imdb.com/name/nm0204884/,2002,Santa vs. the Snowman 3D,Director,http://www.imdb.com/title/tt0337714/,Santa Vs. the Snowman - Season 3 (IMAX),http://www.boxofficemojo.com/movies/?id=santavsthesnowman3.htm,48955,nm0204884,10/22/2004,8/13/2004
135,Jonathan Glazer,http://www.imdb.com/name/nm0322242/,2004,Birth,Director,http://www.imdb.com/title/tt0337876/,Birth,http://www.boxofficemojo.com/movies/?id=birth.htm,5107,nm0322242,10/29/2004,8/20/2004
136,Bart Freundlich,http://www.imdb.com/name/nm0294505/,2004,Catch That Kid,Director,http://www.imdb.com/title/tt0337917/,Catch That Kid,http://www.boxofficemojo.com/movies/?id=catchthatkid.htm,6037,nm0294505,2/6/2004,11/28/2003
137,David R. Ellis,http://www.imdb.com/name/nm0254786/,2004,Cellular,Director,http://www.imdb.com/title/tt0337921/,Cellular,http://www.boxofficemojo.com/movies/?id=cellular.htm,8243,nm0254786,9/10/2004,7/2/2004
138,Len Wiseman,http://www.imdb.com/name/nm0936482/,2007,Live Free or Die Hard,Director,http://www.imdb.com/title/tt0337978/,Live Free or Die Hard,http://www.boxofficemojo.com/movies/?id=diehard4.htm,1377,nm0936482,6/27/2007,4/18/2007
139,Michel Gondry,http://www.imdb.com/name/nm0327273/,2004,Eternal Sunshine of the Spotless Mind,Director,http://www.imdb.com/title/tt0338013/,Eternal Sunshine of the Spotless Mind,http://www.boxofficemojo.com/movies/?id=eternalsunshine.htm,1687,nm0327273,3/19/2004,1/9/2004
140,Alexandre Aja,http://www.imdb.com/name/nm0014960/,2003,High Tension,Director,http://www.imdb.com/title/tt0338095/,High Tension,http://www.boxofficemojo.com/movies/?id=hightension.htm,15350,nm0014960,6/10/2005,4/1/2005
141,Guy Ferland,http://www.imdb.com/name/nm0272704/,2004,Dirty Dancing: Havana Nights,Director,http://www.imdb.com/title/tt0338096/,Dirty Dancing: Havana Nights,http://www.boxofficemojo.com/movies/?id=dirtydancing2.htm,15844,nm0272704,2/27/2004,12/19/2003
142,Curtis Hanson,http://www.imdb.com/name/nm0000436/,2007,Lucky You,Director,http://www.imdb.com/title/tt0338216/,Lucky You,http://www.boxofficemojo.com/movies/?id=luckyyou.htm,5098,nm0000436,5/4/2007,2/23/2007
143,Paul Abascal,http://www.imdb.com/name/nm0007708/,2004,Paparazzi,Director,http://www.imdb.com/title/tt0338325/,Paparazzi,http://www.boxofficemojo.com/movies/?id=paparazzi.htm,24770,nm0007708,9/3/2004,6/25/2004
144,Robert Zemeckis,http://www.imdb.com/name/nm0000709/,2004,The Polar Express,Director,http://www.imdb.com/title/tt0338348/,The Polar Express,http://www.boxofficemojo.com/movies/?id=polarexpress.htm,1893,nm0000709,11/10/2004,9/1/2004
145,Anand Tucker,http://www.imdb.com/name/nm0875793/,2005,Shopgirl,Director,http://www.imdb.com/title/tt0338427/,Shopgirl,http://www.boxofficemojo.com/movies/?id=shopgirl.htm,3677,nm0875793,10/21/2005,8/12/2005
146,Jean-Jacques Annaud,http://www.imdb.com/name/nm0000269/,2004,Two Brothers,Director,http://www.imdb.com/title/tt0338512/,Two Brothers,http://www.boxofficemojo.com/movies/?id=twobrothers.htm,3221,nm0000269,6/25/2004,4/16/2004
147,Stephen Sommers,http://www.imdb.com/name/nm0814085/,2004,Van Helsing,Director,http://www.imdb.com/title/tt0338526/,Van Helsing,http://www.boxofficemojo.com/movies/?id=vanhelsing.htm,2752,nm0814085,5/7/2004,2/27/2004
148,Martin Scorsese,http://www.imdb.com/name/nm0000217/,2004,The Aviator,Director,http://www.imdb.com/title/tt0338751/,The Aviator,http://www.boxofficemojo.com/movies/?id=aviator.htm,145,nm0000217,12/17/2004,10/8/2004
149,Brad Silberling,http://www.imdb.com/name/nm0797869/,2004,A Series of Unfortunate Events,Director,http://www.imdb.com/title/tt0339291/,Lemony Snicket's A Series of Unfortunate Events,http://www.boxofficemojo.com/movies/?id=lemonysnicket.htm,2109,nm0797869,12/17/2004,10/8/2004
150,Charles Stone III,http://www.imdb.com/name/nm0831690/,2004,Mr 3000,Director,http://www.imdb.com/title/tt0339412/,Mr. 3000,http://www.boxofficemojo.com/movies/?id=mr3000.htm,11998,nm0831690,9/17/2004,7/9/2004
151,István Szabó,http://www.imdb.com/name/nm0843640/,2004,Adorable Julia,Director,http://www.imdb.com/title/tt0340012/,Being Julia,http://www.boxofficemojo.com/movies/?id=beingjulia.htm,12467,nm0843640,10/15/2004,8/6/2004
152,Florent-Emilio Siri,http://www.imdb.com/name/nm0802807/,2005,Hostage,Director,http://www.imdb.com/title/tt0340163/,Hostage,http://www.boxofficemojo.com/movies/?id=hostage.htm,5072,nm0802807,3/11/2005,12/31/2004
153,Louis Leterrier,http://www.imdb.com/name/nm0504642/,2005,Unleashed,Director,http://www.imdb.com/title/tt0342258/,Unleashed,http://www.boxofficemojo.com/movies/?id=unleashed.htm,7186,nm0504642,5/13/2005,3/4/2005
154,John Hamburg,http://www.imdb.com/name/nm0357453/,2004,Along Came Polly,Director,http://www.imdb.com/title/tt0343135/,Along Came Polly,http://www.boxofficemojo.com/movies/?id=alongcamepolly.htm,6680,nm0357453,1/16/2004,11/7/2003
155,Peter Segal,http://www.imdb.com/name/nm0781842/,2004,50 First Dates,Director,http://www.imdb.com/title/tt0343660/,50 First Dates,http://www.boxofficemojo.com/movies/?id=50firstdates.htm,5458,nm0781842,2/13/2004,12/5/2003
156,Robert De Niro,http://www.imdb.com/name/nm0000134/,2006,The Good Shepherd,Director,http://www.imdb.com/title/tt0343737/,The Good Shepherd,http://www.boxofficemojo.com/movies/?id=goodshepherd.htm,51,nm0000134,12/22/2006,10/13/2006
157,Alex Proyas,http://www.imdb.com/name/nm0001639/,2004,"I, Robot",Director,http://www.imdb.com/title/tt0343818/,"I, Robot",http://www.boxofficemojo.com/movies/?id=irobot.htm,2222,nm0001639,7/16/2004,5/7/2004
158,Jean-Pierre Jeunet,http://www.imdb.com/name/nm0000466/,2004,A Very Long Engagement,Director,http://www.imdb.com/title/tt0344510/,A Very Long Engagement,http://www.boxofficemojo.com/movies/?id=verylongengagement.htm,1265,nm0000466,11/26/2004,9/17/2004
159,Luc Besson,http://www.imdb.com/name/nm0000108/,2006,Arthur and the Invisibles,Director,http://www.imdb.com/title/tt0344854/,Arthur and the Invisibles,http://www.boxofficemojo.com/movies/?id=arthurandtheinvisibles.htm,1601,nm0000108,12/29/2006,10/20/2006
160,Michael Lembeck,http://www.imdb.com/name/nm0501185/,2004,Connie and Carla,Director,http://www.imdb.com/title/tt0345074/,Connie and Carla,http://www.boxofficemojo.com/movies/?id=connieandcarla.htm,6709,nm0501185,4/16/2004,2/6/2004
161,Stephen Hillenburg,http://www.imdb.com/name/nm0384864/,2004,The SpongeBob SquarePants Movie,Director,http://www.imdb.com/title/tt0345950/,The SpongeBob SquarePants Movie,http://www.boxofficemojo.com/movies/?id=spongebob.htm,13270,nm0384864,11/19/2004,9/10/2004
162,Mark Osborne,http://www.imdb.com/name/nm0651706/,2004,The SpongeBob SquarePants Movie,Director,http://www.imdb.com/title/tt0345950/,The SpongeBob SquarePants Movie,http://www.boxofficemojo.com/movies/?id=spongebob.htm,49544,nm0651706,11/19/2004,9/10/2004
163,Kerry Conran,http://www.imdb.com/name/nm0175775/,2004,Sky Captain and the World of Tomorrow,Director,http://www.imdb.com/title/tt0346156/,Sky Captain and the World of Tomorrow,http://www.boxofficemojo.com/movies/?id=skycaptain.htm,6342,nm0175775,9/17/2004,7/9/2004
164,Oliver Stone,http://www.imdb.com/name/nm0000231/,2004,Alexander,Director,http://www.imdb.com/title/tt0346491/,Alexander,http://www.boxofficemojo.com/movies/?id=alexander.htm,772,nm0000231,11/24/2004,9/15/2004
165,Hayao Miyazaki,http://www.imdb.com/name/nm0594503/,2004,Howl's Moving Castle,Director,http://www.imdb.com/title/tt0347149/,Howl's Moving Castle,http://www.boxofficemojo.com/movies/?id=howlsmovingcastle.htm,1323,nm0594503,6/10/2005,4/1/2005
166,Farah Khan,http://www.imdb.com/name/nm0007134/,2004,Я рядом с тобой!!!,Director,http://www.imdb.com/title/tt0347473/,Main Hoon Na,http://www.boxofficemojo.com/movies/?id=mainhoonna.htm,27027,nm0007134,4/30/2004,2/20/2004
167,Bryan Singer,http://www.imdb.com/name/nm0001741/,2006,Superman Returns,Director,http://www.imdb.com/title/tt0348150/,Superman Returns,http://www.boxofficemojo.com/movies/?id=superman06.htm,938,nm0001741,6/28/2006,4/19/2006
168,Rob McKittrick,http://www.imdb.com/name/nm1301035/,2005,Waiting...,Director,http://www.imdb.com/title/tt0348333/,Waiting...,http://www.boxofficemojo.com/movies/?id=waiting.htm,8263,nm1301035,10/7/2005,7/29/2005
169,Tod Williams,http://www.imdb.com/name/nm0931095/,2004,The Door in the Floor,Director,http://www.imdb.com/title/tt0348593/,The Door in the Floor,http://www.boxofficemojo.com/movies/?id=doorinthefloor.htm,133249,nm0931095,7/14/2004,5/5/2004
170,Daniel Taplitz,http://www.imdb.com/name/nm0850044/,2004,Breakin' All the Rules,Director,http://www.imdb.com/title/tt0349169/,Breakin' All the Rules,http://www.boxofficemojo.com/movies/?id=breakinalltherules.htm,32377,nm0850044,5/14/2004,3/5/2004
171,Joe Roth,http://www.imdb.com/name/nm0005387/,2006,Freedomland,Director,http://www.imdb.com/title/tt0349467/,Freedomland,http://www.boxofficemojo.com/movies/?id=freedomland.htm,10518,nm0005387,2/17/2006,12/9/2005
172,Antoine Fuqua,http://www.imdb.com/name/nm0298807/,2004,King Arthur,Director,http://www.imdb.com/title/tt0349683/,King Arthur,http://www.boxofficemojo.com/movies/?id=kingarthur.htm,1759,nm0298807,7/7/2004,4/28/2004
173,Jay Russell,http://www.imdb.com/name/nm0751221/,2004,Ladder 49,Director,http://www.imdb.com/title/tt0349710/,Ladder 49,http://www.boxofficemojo.com/movies/?id=ladder49.htm,10259,nm0751221,10/1/2004,7/23/2004
174,Gavin O'Connor,http://www.imdb.com/name/nm0640334/,2004,Miracle,Director,http://www.imdb.com/title/tt0349825/,Miracle,http://www.boxofficemojo.com/movies/?id=miracle04.htm,10557,nm0640334,2/6/2004,11/28/2003
175,Steven Soderbergh,http://www.imdb.com/name/nm0001752/,2004,Ocean's Twelve,Director,http://www.imdb.com/title/tt0349903/,Ocean's Twelve,http://www.boxofficemojo.com/movies/?id=oceanstwelve.htm,934,nm0001752,12/10/2004,10/1/2004
176,Garry Marshall,http://www.imdb.com/name/nm0005190/,2004,Raising Helen,Director,http://www.imdb.com/title/tt0350028/,Raising Helen,http://www.boxofficemojo.com/movies/?id=raisinghelen.htm,2949,nm0005190,5/28/2004,3/19/2004
177,Timothy Björklund,http://www.imdb.com/name/nm0074723/,2004,Teacher's Pet,Director,http://www.imdb.com/title/tt0350194/,Teacher's Pet,http://www.boxofficemojo.com/movies/?id=teacherspet.htm,1393609,nm0074723,1/16/2004,11/7/2003
178,Taylor Hackford,http://www.imdb.com/name/nm0000431/,2004,Ray,Director,http://www.imdb.com/title/tt0350258/,Ray,http://www.boxofficemojo.com/movies/?id=ray.htm,3018,nm0000431,10/29/2004,8/20/2004
179,Lasse Hallström,http://www.imdb.com/name/nm0002120/,2005,An Unfinished Life,Director,http://www.imdb.com/title/tt0350261/,An Unfinished Life,http://www.boxofficemojo.com/movies/?id=unfinishedlife.htm,3907,nm0002120,9/9/2005,7/1/2005
180,Eric Darnell,http://www.imdb.com/name/nm0201509/,2005,Madagascar,Director,http://www.imdb.com/title/tt0351283/,Madagascar,http://www.boxofficemojo.com/movies/?id=madagascar.htm,20929,nm0201509,5/27/2005,3/18/2005
181,Tom McGrath,http://www.imdb.com/name/nm0569891/,2005,Madagascar,Director,http://www.imdb.com/title/tt0351283/,Madagascar,http://www.boxofficemojo.com/movies/?id=madagascar.htm,1688561,nm0569891,5/27/2005,3/18/2005
182,Kevin Bray,http://www.imdb.com/name/nm0106230/,2004,Walking Tall,Director,http://www.imdb.com/title/tt0351977/,Walking Tall,http://www.boxofficemojo.com/movies/?id=walkingtall.htm,10480,nm0106230,4/2/2004,1/23/2004
183,Ron Howard,http://www.imdb.com/name/nm0000165/,2005,Cinderella Man,Director,http://www.imdb.com/title/tt0352248/,Cinderella Man,http://www.boxofficemojo.com/movies/?id=cinderellaman.htm,574,nm0000165,6/3/2005,3/25/2005
184,Irwin Winkler,http://www.imdb.com/name/nm0005563/,2004,De-Lovely,Director,http://www.imdb.com/title/tt0352277/,De-Lovely,http://www.boxofficemojo.com/movies/?id=delovely.htm,4755,nm0005563,7/2/2004,4/23/2004
185,Eytan Fox,http://www.imdb.com/name/nm0297202/,2004,Прогулки по воде,Director,http://www.imdb.com/title/tt0352994/,Walk on Water,http://www.boxofficemojo.com/movies/?id=walkonwater.htm,29366,nm0297202,3/4/2005,12/24/2004
186,Simon Wincer,http://www.imdb.com/name/nm0934578/,2004,NASCAR: The IMAX Experience,Director,http://www.imdb.com/title/tt0353774/,NASCAR 3D: The IMAX Experience (IMAX),http://www.boxofficemojo.com/movies/?id=nascar3dimax.htm,9781,nm0934578,3/12/2004,1/2/2004
187,Ernest R. Dickerson,http://www.imdb.com/name/nm0225416/,2004,Never Die Alone,Director,http://www.imdb.com/title/tt0354766/,Never Die Alone,http://www.boxofficemojo.com/movies/?id=neverdiealone.htm,8772,nm0225416,3/26/2004,1/16/2004
188,Michel Gondry,http://www.imdb.com/name/nm0327273/,2006,The Science of Sleep,Director,http://www.imdb.com/title/tt0354899/,The Science of Sleep,http://www.boxofficemojo.com/movies/?id=scienceofsleep.htm,1790,nm0327273,9/22/2006,7/14/2006
189,Terry Gilliam,http://www.imdb.com/name/nm0000416/,2005,The Brothers Grimm,Director,http://www.imdb.com/title/tt0355295/,The Brothers Grimm,http://www.boxofficemojo.com/movies/?id=brothersgrimm.htm,516,nm0000416,8/26/2005,6/17/2005
190,Catherine Hardwicke,http://www.imdb.com/name/nm0362566/,2005,Lords of Dogtown,Director,http://www.imdb.com/title/tt0355702/,Lords of Dogtown,http://www.boxofficemojo.com/movies/?id=lordsofdogtown.htm,4593,nm0362566,6/3/2005,3/25/2005
191,Jeff Schaffer,http://www.imdb.com/name/nm0769840/,2004,EuroTrip,Director,http://www.imdb.com/title/tt0356150/,Eurotrip,http://www.boxofficemojo.com/movies/?id=eurotrip.htm,15571,nm0769840,2/20/2004,12/12/2003
192,Mark Rosman,http://www.imdb.com/name/nm0743093/,2004,A Cinderella Story,Director,http://www.imdb.com/title/tt0356470/,A Cinderella Story,http://www.boxofficemojo.com/movies/?id=cinderellastory.htm,11618,nm0743093,7/16/2004,5/7/2004
193,Joseph Ruben,http://www.imdb.com/name/nm0747849/,2004,The Forgotten,Director,http://www.imdb.com/title/tt0356618/,The Forgotten,http://www.boxofficemojo.com/movies/?id=forgotten.htm,11061,nm0747849,9/24/2004,7/16/2004
